date,route_id,route_status,origin_country,destination_country,shipping_method,trade_route_type,distance_km,estimated_transit_days,shipping_delay_days,port_congestion_index,container_availability_index,weather_disruption_score,geopolitical_risk_score,trade_volume_tonnes,freight_cost_usd,carbon_emissions_tonnes,origin_active_event_count,origin_active_event_risk,destination_active_event_count,destination_active_event_risk,covid_supply_shock_active,russia_ukraine_war_active,events_warmup,fuel_cost_index,commodity_price_index,natural_gas_price,steel_price,wheat_price,copper_price,origin_region,origin_event_region,origin_income_group,origin_port_capacity_index,origin_logistics_performance_index,origin_trade_dependency_score,origin_gdp_per_capita,origin_population,origin_iso3,destination_region,destination_event_region,destination_income_group,destination_port_capacity_index,destination_logistics_performance_index,destination_trade_dependency_score,destination_gdp_per_capita,destination_population,destination_iso3
10/04/2026,R45,Delayed,United Kingdom,Japan,Sea,Consumer Goods,1495,25,8.8155,8.87,57.63,87.28,100.0,14156.991,2161.81,1175.82,93,2158.85,71,1414.38,0,0,0,54.37,29.62,5.339877636,516.8754006,206.2054445,6773.26255,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR,East Asia & Pacific,Asia,Upper middle income,65.06,34.58,27.25,68969,435285667,JPN
10/11/2026,R45,Delayed,United Kingdom,Japan,Sea,Consumer Goods,1495,25,10.341,69.72,81.36,16.02,62.28,19985.22,2568.566,1659.88,92,2081.73,72,1399.82,0,0,0,72.23,60.86,3.934610581,651.6273102,210.1375436,7314.612138,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR,East Asia & Pacific,Asia,Upper middle income,65.06,34.58,27.25,68969,435285667,JPN
10/18/2026,R45,Normal,United Kingdom,Japan,Sea,Consumer Goods,1495,25,4.239,35.67,93.1,71.49,38.8,22868.514,2198.742,1899.36,88,1950.01,69,1299.01,0,0,0,60.65,68.12,4.057493748,656.3352568,248.8726401,7496.622134,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR,East Asia & Pacific,Asia,Upper middle income,65.06,34.58,27.25,68969,435285667,JPN
10/25/2026,R45,Delayed,United Kingdom,Japan,Sea,Consumer Goods,1495,25,6.1155,64.51,99.93,36.36,25.15,24545.781,2235.436,2038.66,89,1990.96,71,1408.56,0,0,0,60.55,25.05,3.79282336,545.4516785,194.8698621,6854.931555,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR,East Asia & Pacific,Asia,Upper middle income,65.06,34.58,27.25,68969,435285667,JPN
11/01/2026,R45,Delayed,United Kingdom,Japan,Sea,Consumer Goods,1495,25,9.774,7.82,63.87,45.7,97.26,15688.575,2376.01,1303.02,88,2037.9,72,1439.8,0,0,0,63.63,41.88,3.489670289,579.4592856,236.2641037,6816.349925,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR,East Asia & Pacific,Asia,Upper middle income,65.06,34.58,27.25,68969,435285667,JPN
11/08/2026,R45,Delayed,United Kingdom,Japan,Sea,Consumer Goods,1495,25,5.7915,28.9,83.48,39.64,58.05,20504.907,2267.734,1703.05,91,2121.02,74,1479.47,0,0,0,62.41,39.55,3.745505718,544.7147666,214.4207414,7147.3623,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR,East Asia & Pacific,Asia,Upper middle income,65.06,34.58,27.25,68969,435285667,JPN
11/15/2026,R45,Disrupted,United Kingdom,Japan,Sea,Consumer Goods,1495,25,12.339,82.12,58.74,76.23,100.0,14427.873,2376.64,1198.32,87,1949.92,74,1523.85,0,0,0,61.12,33.16,3.343241813,589.2539485,214.4047966,6892.591186,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR,East Asia & Pacific,Asia,Upper middle income,65.06,34.58,27.25,68969,435285667,JPN
11/22/2026,R45,Normal,United Kingdom,Japan,Sea,Consumer Goods,1495,25,4.5765,93.15,56.87,7.27,100.0,13968.666,2109.24,1160.18,88,2002.89,75,1515.66,0,0,0,56.05,43.99,4.223858428,584.5982858,235.8074379,6958.18084,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR,East Asia & Pacific,Asia,Upper middle income,65.06,34.58,27.25,68969,435285667,JPN
11/29/2026,R45,Disrupted,United Kingdom,Japan,Sea,Consumer Goods,1495,25,15.471,70.16,65.69,70.13,93.61,16136.811,2467.654,1340.25,91,2090.47,74,1544.96,0,0,0,62.36,55.75,3.661018738,638.9830266,226.8010259,7221.895946,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR,East Asia & Pacific,Asia,Upper middle income,65.06,34.58,27.25,68969,435285667,JPN
12/06/2026,R45,Delayed,United Kingdom,Japan,Sea,Consumer Goods,1495,25,10.5435,58.64,87.79,89.13,49.41,21565.521,2513.448,1791.14,92,2179.49,76,1590.49,0,0,0,69.41,58.21,4.363650138,665.5154373,231.4122599,6427.193174,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR,East Asia & Pacific,Asia,Upper middle income,65.06,34.58,27.25,68969,435285667,JPN
12/13/2026,R45,Disrupted,United Kingdom,Japan,Sea,Consumer Goods,1495,25,13.5675,55.36,71.96,67.35,81.08,17675.676,2519.958,1468.06,88,2107.28,70,1465.17,0,0,0,66.73,66.13,3.110873048,669.7841905,239.3636932,7395.490697,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR,East Asia & Pacific,Asia,Upper middle income,65.06,34.58,27.25,68969,435285667,JPN
12/20/2026,R45,Delayed,United Kingdom,Japan,Sea,Consumer Goods,1495,25,7.7085,32.12,89.12,47.58,46.76,21890.565,2424.436,1818.13,89,2157.09,67,1403.13,0,0,0,67.97,49.78,4.431616163,571.8915987,213.3738323,7021.804157,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR,East Asia & Pacific,Asia,Upper middle income,65.06,34.58,27.25,68969,435285667,JPN
12/27/2026,R45,Disrupted,United Kingdom,Japan,Sea,Consumer Goods,1495,25,12.0015,91.68,51.29,22.13,100.0,12598.326,2292.416,1046.36,92,2190.24,68,1446.5,0,0,0,57.44,38.72,4.783470273,589.5389063,207.7552653,6876.552057,Europe & Central Asia,Europe,Low income,21.28,54.01,50.6,54707,894664919,GBR,East Asia & Pacific,Asia,Upper middle income,65.06,34.58,27.25,68969,435285667,JPN
01/04/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,3.37,78.03,78.28,52.14,43.43,17570.74,4462.75,7594.95,3,44.56,0,0.0,0,0,1,62.48,19.2,2.50519759,500.3132179,186.3312362,6674.454842,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/11/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,5.43,72.12,94.48,9.17,11.04,21205.76,4456.19,9166.19,6,145.96,2,43.95,0,0,1,59.31,35.05,2.93710654,618.7028285,203.8825987,6752.376841,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/18/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,4.14,16.35,84.22,1.56,31.55,18904.05,4489.35,8171.28,6,145.96,6,110.88,0,0,1,63.24,74.22,3.027862456,661.3834496,239.2970327,7884.728328,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/25/2015,R46,Disrupted,Canada,France,Rail,Agriculture,8645,7,13.2,75.99,50.34,71.28,99.32,11298.34,4736.14,4883.71,8,183.98,10,188.58,0,0,1,67.62,68.59,3.547095759,539.5179491,252.3116565,7373.403874,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/01/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,3.52,23.98,98.42,55.18,3.17,22089.51,4410.82,9548.19,9,195.5,13,285.79,0,0,1,58.83,28.98,2.153767685,683.6286193,195.3130226,6594.67769,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/08/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,2.03,10.03,59.76,31.69,80.49,13412.5,4380.94,5797.55,10,230.36,17,398.03,0,0,1,58.83,42.49,3.76477516,620.9509505,208.1507148,6603.262613,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/15/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,8.18,42.77,81.01,56.91,37.98,18182.14,4640.0,7859.23,14,323.34,16,384.37,0,0,1,67.9,50.8,2.920996051,564.7494072,219.4718849,7144.559819,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/22/2015,R46,Disrupted,Canada,France,Rail,Agriculture,8645,7,12.99,37.22,54.13,86.58,91.74,12149.14,4675.32,5251.47,16,418.07,16,384.37,0,0,1,63.84,53.16,2.786559465,597.2115461,225.6032232,7164.179439,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/01/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,8.94,56.9,74.74,61.57,50.52,16775.6,4501.64,7251.25,19,498.34,16,384.37,0,0,1,57.65,39.04,2.493947812,627.9163456,203.8079296,7164.665151,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/08/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,9.39,9.95,61.26,70.57,77.49,13748.87,4586.47,5942.95,23,523.46,17,421.93,0,0,1,62.71,41.85,2.172571664,603.8002696,228.4812209,6923.513262,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/15/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,3.89,20.47,98.97,38.9,2.05,22214.93,4400.97,9602.4,24,547.71,20,477.17,0,0,1,57.68,47.54,3.411585292,626.9377996,210.5232131,6962.363722,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/22/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,5.12,18.28,79.92,36.39,40.17,17937.37,4425.48,7753.43,26,574.78,21,511.42,0,0,1,57.67,40.16,3.036658984,553.9663203,219.7109546,7098.363857,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/29/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,8.3,71.98,50.67,20.1,98.67,11372.26,4542.21,4915.66,28,621.6,21,511.42,0,0,1,61.21,44.95,2.35501955,608.4680412,230.925685,7025.767902,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/05/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,5.71,20.53,62.17,62.56,75.65,13954.62,4328.67,6031.88,28,637.58,23,558.21,0,0,1,50.43,14.7,2.352460614,529.3142752,220.1284454,6334.209888,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/12/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,5.41,18.71,76.55,80.93,46.9,17181.25,4336.84,7426.59,29,655.89,24,577.39,0,0,1,51.38,30.58,2.83210765,594.4386969,211.2722822,6931.060111,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/19/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,10.21,86.89,56.8,10.93,86.41,12747.69,4519.96,5510.19,30,709.41,27,625.69,0,0,1,57.19,37.89,3.834510763,554.8046179,217.8078039,6744.57807,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/26/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,8.86,11.22,54.22,64.17,91.57,12168.94,4459.16,5260.02,30,707.53,29,671.97,0,0,1,54.94,33.64,2.870204324,563.2235029,218.2327408,7052.563426,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/03/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,5.53,85.94,82.55,16.4,34.91,18527.28,4492.16,8008.42,32,725.49,32,711.56,0,0,1,61.57,53.93,2.248428523,661.8046588,212.5997794,7895.577701,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/10/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,6.27,47.67,83.88,86.18,32.24,18827.01,4415.22,8137.97,35,788.5,31,630.83,0,0,1,55.46,45.94,2.877128468,654.565506,214.8240787,7110.2445,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/17/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,11.72,57.66,57.68,50.12,84.65,12945.52,4486.4,5595.7,35,753.86,32,655.33,0,0,1,52.94,47.16,2.863638215,630.456906,251.9729434,6905.941094,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/24/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,6.3,41.03,69.88,95.04,60.24,15684.54,4594.02,6779.64,35,767.11,34,685.57,0,0,1,67.33,47.22,1.651556679,545.3843618,231.218389,7276.540451,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/31/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,3.27,74.29,66.16,75.78,67.68,14849.19,4406.56,6418.56,36,770.31,37,758.64,0,0,1,58.87,42.81,2.972852567,584.1795775,214.0903936,7144.806366,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/07/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,8.01,76.73,56.5,24.13,87.01,12680.56,4523.23,5481.17,37,853.14,40,840.31,0,0,1,60.34,59.33,2.884532735,660.654885,233.9390881,7126.028347,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/14/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,7.66,84.19,84.9,46.19,30.2,19055.73,4404.38,8236.84,37,834.1,40,877.31,0,0,1,52.88,46.65,3.348103182,607.0858457,213.3236102,7182.055178,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/21/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,7.18,85.67,79.88,83.28,40.24,17928.87,4460.87,7749.75,41,950.41,41,959.81,0,0,1,57.28,77.64,3.924478047,715.966477,243.4624928,7616.963069,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/28/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,2.75,94.64,73.17,18.07,53.66,16422.89,4421.35,7098.8,45,986.1,44,1017.63,0,0,1,60.55,50.83,3.563282515,619.665892,227.3928438,6660.733469,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/05/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,4.71,40.11,97.89,69.86,4.22,21971.16,4365.93,9497.03,47,1058.39,46,1015.19,0,0,1,54.25,42.08,2.865555655,609.6024558,217.8539571,7142.089623,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/12/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,8.13,94.76,87.22,71.96,25.55,19577.1,4548.73,8462.2,48,1108.65,52,1151.47,0,0,1,61.88,35.65,2.446737046,584.5441768,228.9543385,6722.085661,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/19/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,1.34,19.09,88.28,16.92,23.45,19813.4,4339.77,8564.34,47,1116.07,54,1215.0,0,0,1,57.0,47.89,4.286679902,606.6770452,188.582477,7166.653794,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/26/2015,R46,Disrupted,Canada,France,Rail,Agriculture,8645,7,13.7,86.41,72.24,92.84,55.52,16213.91,4610.06,7008.46,47,1141.48,58,1237.41,0,0,1,58.54,30.29,3.029609217,592.3765082,197.4646506,6724.394047,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
08/02/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,4.6,83.44,74.96,51.66,50.08,16825.17,4404.87,7272.68,48,1159.83,61,1261.1,0,0,1,56.99,36.77,3.006964646,635.4054338,196.1214999,6874.789956,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
08/09/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,10.42,24.22,53.8,22.26,92.4,12075.3,4705.25,5219.55,49,1211.48,63,1294.5,0,0,1,69.26,57.96,2.987937456,647.8351158,222.8588619,6911.473026,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
08/16/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,3.1,50.31,64.44,11.63,71.12,14463.2,4418.94,6251.72,51,1285.59,66,1358.15,0,0,1,59.93,57.16,3.09904238,560.700527,254.6503,7292.745016,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
08/23/2015,R46,Disrupted,Canada,France,Rail,Agriculture,8645,7,12.23,12.48,54.68,36.35,90.63,12273.56,4523.19,5305.25,52,1305.34,65,1334.19,0,0,1,54.71,47.38,2.927819794,533.4383523,264.6260029,7275.536333,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
08/30/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,7.19,97.92,98.15,73.6,3.7,22029.82,4563.53,9522.39,51,1225.58,68,1357.45,0,0,1,64.11,35.78,2.713168997,508.1897313,232.761022,6626.284787,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
09/06/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,0.38,23.8,83.1,62.04,33.8,18651.8,4274.03,8062.24,53,1283.83,72,1478.24,0,0,1,53.9,42.84,2.726570529,625.3995663,230.0168895,7016.480233,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
09/13/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,2.35,13.98,92.59,34.64,14.83,20781.01,4420.72,8982.59,55,1339.24,70,1501.64,0,0,1,61.04,26.61,2.983623365,544.8316697,183.9788453,6787.126044,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
09/20/2015,R46,Disrupted,Canada,France,Rail,Agriculture,8645,7,12.44,52.48,71.1,93.07,57.8,15958.92,4459.85,6898.24,60,1462.9,71,1505.08,0,0,1,50.2,14.86,2.728287614,492.3554704,209.146524,6622.448527,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
09/27/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,11.52,72.65,92.86,62.92,14.29,20841.44,4488.86,9008.71,64,1513.26,73,1559.51,0,0,1,53.36,29.81,2.643577109,619.4289302,204.244325,6934.894885,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/04/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,6.18,1.77,51.48,43.2,97.03,11555.55,4496.42,4994.89,64,1533.99,72,1543.79,0,0,1,60.98,50.64,3.053215114,724.6499759,207.583048,6907.455163,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/11/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,10.57,37.5,53.75,35.21,92.49,12065.15,4624.87,5215.16,66,1581.23,73,1555.88,0,0,1,63.69,57.0,2.872511391,599.6964544,216.6371236,7728.014946,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/18/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,5.26,66.25,73.9,4.53,52.2,16587.35,4476.12,7169.88,65,1540.92,78,1672.25,0,0,1,60.86,58.88,3.751996494,641.9245387,210.5581884,7129.887948,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/25/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,7.75,89.87,54.07,43.85,91.87,12135.35,4504.23,5245.5,67,1602.94,78,1698.85,0,0,1,59.42,19.27,1.674515096,604.0914679,180.4140038,6586.71475,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
11/01/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,2.97,21.43,92.98,50.22,14.05,20868.8,4394.79,9020.54,68,1621.24,79,1697.82,0,0,1,58.49,50.8,3.545753426,595.0555173,234.9582051,6830.567799,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
11/08/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,6.74,91.16,85.4,75.84,29.2,19168.17,4382.0,8285.44,71,1636.99,80,1642.86,0,0,1,52.61,51.53,3.623042596,645.9538241,198.5451395,7306.414989,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
11/15/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,6.82,32.82,84.47,91.51,31.06,18958.82,4440.48,8194.95,70,1590.38,77,1562.55,0,0,1,56.4,41.53,1.963304884,585.4862728,224.7849373,7626.532832,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
11/22/2015,R46,Normal,Canada,France,Rail,Agriculture,8645,7,3.29,49.43,71.23,24.75,57.54,15987.06,4389.21,6910.41,74,1720.09,78,1668.07,0,0,1,57.7,43.13,2.828656203,613.3696157,261.4816534,6524.205006,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
11/29/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,5.01,84.91,84.71,90.21,30.57,19013.95,4537.57,8218.78,77,1787.64,77,1621.8,0,0,1,65.29,36.71,2.814279567,616.0848903,201.6123082,6436.022684,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
12/06/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,7.24,41.11,52.12,3.33,95.76,11698.87,4528.5,5056.84,77,1794.78,80,1635.06,0,0,1,61.72,35.91,2.296244153,566.5954773,169.3942495,7561.289553,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
12/13/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,7.65,32.61,61.24,73.55,77.51,13746.18,4378.81,5941.79,82,1942.01,79,1627.88,0,0,1,51.18,39.71,2.611091656,649.6021175,214.2799156,7116.884253,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
12/20/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,11.15,79.41,75.0,6.86,50.0,16833.94,4605.27,7276.47,84,1981.71,77,1564.09,0,0,1,61.62,40.64,2.444712077,591.2520122,242.0191927,6739.51218,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
12/27/2015,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,11.74,74.41,64.6,48.99,70.81,14498.84,4563.94,6267.12,86,2003.71,80,1655.61,0,0,1,58.07,59.3,3.876135222,562.212742,259.1669491,7160.388726,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/03/2016,R46,Delayed,Canada,France,Rail,Agriculture,8645,7,7.02,52.07,65.18,39.29,69.65,14628.89,4447.69,6323.34,88,2054.11,78,1627.62,0,0,0,56.62,34.76,3.467839197,626.8254922,195.4090081,6209.275678,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/10/2016,R46,Normal,Canada,France,Rail,Agriculture,8645,7,1.29,2.19,90.53,9.17,18.95,20318.67,4429.62,8782.75,87,2013.86,76,1574.19,0,0,0,63.06,54.19,3.635777547,555.0766009,229.9339845,7001.012652,North America,North America,Upper middle income,39.28,65.42,57.34,72932,89409749,CAN,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
